stopid,shortname,fullname,latitude,longitude,buses
893,Cowper Road,Cowper Road,53.31606389,-6.259136944,140
894,Cowper Road,Cowper Road,53.31518611,-6.264168056,140
895,Rathmines Road,Rathmines Road,53.31393194,-6.263991944,"140,142"
896,Palmerston Park,Palmerston Park,53.31336611,-6.261328056,140
897,Palmerston Rd,Palmerston Rd,53.31429111,-6.258366111,140
903,Chelmsford Road,Chelmsford Road,53.32558333,-6.252495556,11
904,Appian Way,Appian Way,53.3274175,-6.2488475,11
905,Yellow Walls Rd,Yellow Walls Rd,53.45156167,-6.170369722,"142,32X,42"
906,Leeson Street,Leeson Street,53.328815,-6.247601944,"84X,41X,46A,46E,7D,7B,32X,11,116,118,145,155"
907,Leeson Street,Leeson Street,53.32972694,-6.25072,"155,145,118,116,11,7B,7D,46E,46A"
908,Leeson Street,Leeson Street,53.33115889,-6.252351111,"46A,46E,7D,7B,11,116,118,145,155"
909,Leeson Street,Leeson Street,53.333165,-6.254066944,"155,145,118,116,11,32X,7B,7D,46E,46A,41X,84X"
910,Baldoyle Road,Baldoyle Road,53.38900889,-6.124285,32
911,Baldoyle Road,Baldoyle Road,53.39103611,-6.124466111,32
912,Warrenhouse,Warrenhouse,53.393485,-6.125383889,32
913,Baldoyle,Baldoyle,53.39685472,-6.126566111,32
914,Baldoyle,Baldoyle,53.39875694,-6.127505,"32,32X"
915,Willie Nolan Rd,Willie Nolan Rd,53.39844694,-6.129376944,29A
916,Willie Nolan Rd,Willie Nolan Rd,53.39781806,-6.131406944,29A
917,Willie Nolan Rd,Willie Nolan Rd,53.39721389,-6.13332,29A
918,Grange Road,Grange Road,53.39721889,-6.136221111,29A
919,Grange Road,Grange Road,53.39667194,-6.139123056,29A
924,Grange Road,Grange Road,53.39734806,-6.136418889,29A
925,Willie Nolan Rd,Willie Nolan Rd,53.39729389,-6.133356944,29A
927,Willie Nolan Rd,Willie Nolan Rd,53.39890111,-6.128123889,29A
928,Baldoyle,Baldoyle,53.39780167,-6.12678,"32X,32"
929,Warrenhouse Rd,Warrenhouse Rd,53.396175,-6.126131944,32
930,Warrenhouse Rd,Warrenhouse Rd,53.393055,-6.125013056,32
931,Baldoyle Road,Baldoyle Road,53.39088111,-6.12423,32
938,Coast Road,Coast Road,53.40154306,-6.130360556,"32,32X,29A"
940,Coast Road,Coast Road,53.406555,-6.134728611,32
941,Coast Road,Coast Road,53.41007611,-6.136891111,"32,32X"
942,Coast Road,Coast Road,53.41503806,-6.138645,"32X,32"
943,Strand Road,Strand Road,53.41824778,-6.142175833,"32,32X"
944,Coast Road,Coast Road,53.41724194,-6.142234722,"32X,32"
945,Coast Road,Coast Road,53.41530944,-6.138768333,"32,32X"
946,Firhouse Rd,Firhouse Rd,53.29324639,-6.310040833,"15,49"
947,Coast Road,Coast Road,53.40918639,-6.136328056,"32X,32"
948,Coast Road,Coast Road,53.40614333,-6.134280278,"32,32X"
949,Coast Road,Coast Road,53.40317167,-6.131612778,"32X,32"
950,Baldoyle Vlg,Baldoyle Vlg,53.39963806,-6.128026111,29A
956,Kilbarrack Pde,Kilbarrack Pde,53.38983167,-6.152901111,27A
957,Kilbarrack Rd,Kilbarrack Rd,53.39032111,-6.157811667,27A
958,Kilbarrack Road,Kilbarrack Road,53.39091667,-6.163785278,27A
959,Kilbarrack Road,Kilbarrack Road,53.39101833,-6.166908333,27A
960,Tonlegee Rd,Tonlegee Rd,53.3911575,-6.171879444,27A
961,Tonlegee Rd,Tonlegee Rd,53.39105694,-6.176454444,27A
962,Tonlegee Rd,Tonlegee Rd,53.390795,-6.182856111,27A
972,Oscar Traynor Rd,Oscar Traynor Rd,53.39699611,-6.234923889,27B
980,Mellowes Rd,Mellowes Rd,53.38980444,-6.303030556,"40D,40B"
981,Mellowes Rd,Mellowes Rd,53.38978083,-6.307060833,"40B,40D"
983,Mellowes Rd,Mellowes Rd,53.39014167,-6.310955556,"40D,40B"
984,Mellowes Rd,Mellowes Rd,53.38991139,-6.306755,"40B,40D"
985,Mellowes Rd,Mellowes Rd,53.38992472,-6.303897778,"40D,40B"
987,Finglas Village,Finglas Village,53.39022,-6.299375278,40
992,Coolock Lane,Coolock Lane,53.39815833,-6.241206944,27B
993,Oscar Traynor Rd,Oscar Traynor Rd,53.3977025,-6.229225278,27B
1005,Tonlegee Rd,Tonlegee Rd,53.3909513889,-6.1819172222,27A
1013,Earlsfort Tce,Earlsfort Tce,53.33548,-6.2575369444,"142,44,61"
1015,Adelaide Road,Adelaide Road,53.3327280556,-6.2599411111,"61,44,142"
1016,Richmond Street,Richmond Street,53.33113,-6.2644130556,"142,140,14,15A,15,15D,15B,65,65B,83,83A"
1017,Rathmines Road,Rathmines Road,53.3293661111,-6.2643161111,"83A,83,65B,65,15B,15D,15,15A,14,140,142"
1018,Rathmines Road,Rathmines Road,53.3275669444,-6.26464,"142,140,14,15A,15,15D,15B,65,65B,83,83A"
1019,Rathmines Road,Rathmines Road,53.3264630556,-6.26484,"83A,83,65B,65,15B,15D,15,15A,14,140,142"
1020,Rathmines Road,Rathmines Road,53.3250769444,-6.2651130556,"142,140,14,15A,15,15D,15B,65,65B,83,83A"
1021,Rathmines Road,Rathmines Road,53.32137,-6.2656369444,"140,142"
1022,Rathmines Road,Rathmines Road,53.3195161111,-6.2645380556,"142,140"
1023,Rathmines Rd,Rathmines Rd,53.3170611111,-6.2650069444,"140,142"
1024,Rathmines Road,Rathmines Road,53.3158480556,-6.2650161111,"142,140"
1025,Dartry Road,Dartry Road,53.311595,-6.2624580556,142
1026,Dartry Road,Dartry Road,53.3091030556,-6.2603038889,142
1027,Milltown Road,Milltown Road,53.3087311111,-6.2578880556,142
1028,Milltown Road,Milltown Road,53.3084938889,-6.2557019444,142
1035,Churchtown Rd,Churchtown Rd,53.2951036111,-6.2561255556,61
1036,Braemor Road,Braemor Road,53.2958088889,-6.259045,"14,14C"
1037,Braemor Road,Braemor Road,53.3007469444,-6.2634838889,"14C,14"
1038,Braemor Road,Braemor Road,53.30181,-6.2656169444,"14,14C"
1042,Braemor Park,Braemor Park,53.3043319444,-6.2640180556,14
1043,Braemor Road,Braemor Road,53.3013119444,-6.2643019444,14
1044,Braemor Road,Braemor Road,53.2998188889,-6.2613469444,14
1045,Braemor Road,Braemor Road,53.298525,-6.2596380556,14
1046,Beaumont Avenue,Beaumont Avenue,53.2933588889,-6.2573561111,14
1047,Beaumont Avenue,Beaumont Avenue,53.289535,-6.25648,14
1048,Barton Road,Barton Road,53.2875019444,-6.2573280556,14
1049,Barton Road,Barton Road,53.28708,-6.2623369444,14
1051,Barton Road,Barton Road,53.2873888889,-6.2607969444,"14,14C"
1052,Barton Road,Barton Road,53.28762,-6.25696,"14C,14"
1053,Beaumont Avenue,Beaumont Avenue,53.2899738889,-6.2567838889,"14,14C"
1054,Beaumont Avenue,Beaumont Avenue,53.293915,-6.25734,"14C,14"
1055,Churchtown Rd,Churchtown Rd,53.2952166667,-6.2558658333,61
1062,Milltown Road,Milltown Road,53.3082569444,-6.2553038889,142
1063,Milltown Road,Milltown Road,53.3085680556,-6.2588388889,142
1064,Dartry Road,Dartry Road,53.3094269444,-6.2609038889,142
1065,Dartry Road,Dartry Road,53.3118269444,-6.2627638889,142
1066,Rathmines Rd.,Rathmines Rd.,53.3137530556,-6.26407,142
1067,Rathmines Rd,Rathmines Rd,53.317045,-6.2652119444,"142,140"
1068,Rathmines Road,Rathmines Road,53.3205561111,-6.2653688889,"140,142"
1069,Rathmines Road,Rathmines Road,53.3232880556,-6.2655980556,"142,140,14,14C,15,15A,15B,15D,65,65B,83A,83"
1070,Rathmines Road,Rathmines Road,53.3249688889,-6.2653,"83,83A,65B,65,15D,15B,15A,15,14C,14,140,142"
1071,Rathmines Road,Rathmines Road,53.32729,-6.26485,"142,140,14,14C,15,15A,15B,15D,65,65B,83A,83"
1072,Richmond Street,Richmond Street,53.3310361111,-6.264575,"83,83A,65B,65,15D,15B,15A,15,14C,14,140,142"
1073,Malahide Road,Malahide Road,53.4506925,-6.187045,142
1074,Charlotte Way,Charlotte Way,53.33378,-6.2639188889,"61,44"
1076,Rathmines Road,Rathmines Road,53.3231580556,-6.2654488889,"65,65B,83A,83,142,140,14,15,15A,15B,15D"
1077,Rathgar Road,Rathgar Road,53.3215730556,-6.266545,"15D,15B,15A,15,14,83,83A,65B,65"
1078,Rathgar Road,Rathgar Road,53.319465,-6.2687569444,"65,65B,14,15,15A,15B,15D"
1079,Rathgar Road,Rathgar Road,53.3166480556,-6.27075,"15D,15B,15A,15,14,65B,65"
1080,Rathgar Road,Rathgar Road,53.315005,-6.2719130556,"65,65B,14,15,15A,15B,15D"
1081,Rathgar Road,Rathgar Road,53.31267,-6.2735680556,"15D,15B,15A,15,14,65B,65"
1082,Terenure Rd East,Terenure Rd East,53.3116738889,-6.27576,"65,65B,15,15A"
1083,Terenure Rd East,Terenure Rd East,53.3111419444,-6.2782380556,"15A,15,65B,65"
1085,Terenure Rd East,Terenure Rd East,53.310095,-6.2823738889,"65,65B,15,15A"
1086,Terenure Rd West,Terenure Rd West,53.3096694444,-6.2856061111,15A
1087,Terenure Rd West,Terenure Rd West,53.310335,-6.2893913889,15A
1088,Terenure Rd West,Terenure Rd West,53.3109736111,-6.2931775,15A
1089,Terenure Rd West,Terenure Rd West,53.3116555556,-6.2975027778,15A
1090,Kimmage Road West,Kimmage Road West,53.3121038889,-6.3005763889,"9,15A"
1091,Whitehall Rd,Whitehall Rd,53.3124369444,-6.3052811111,15A
1092,Whitehall Rd,Whitehall Rd,53.3107419444,-6.3092061111,15A
1093,Whitehall Rd,Whitehall Rd,53.3099730556,-6.3116519444,15A
1094,Whitehall Rd,Whitehall Rd,53.3090538889,-6.3146780556,15A
1095,Wellington Road,Wellington Road,53.3069088889,-6.319965,"15A,150"
1096,Wellington Road,Wellington Road,53.3060438889,-6.3213880556,"150,15A,54A"
1097,Wellington Road,Wellington Road,53.3030630556,-6.3221311111,"54A,150"
1099,Wellington Road,Wellington Road,53.3012719444,-6.3233561111,"150,54A"
1100,Wellington Road,Wellington Road,53.301195,-6.3235711111,"54A,150"
1101,Limekiln Road,Limekiln Road,53.3047211111,-6.3226580556,15A
1102,Limekiln Road,Limekiln Road,53.3043830556,-6.3264161111,15A
1103,Limekiln Road,Limekiln Road,53.3045238889,-6.3293138889,15A
1104,Limekiln Ave,Limekiln Ave,53.3050188889,-6.3335130556,15A
1105,Limekiln Ave,Limekiln Ave,53.3069311111,-6.3340011111,15A
1107,Limekiln Road,Limekiln Road,53.304415,-6.3321019444,15A
1108,Limekiln Road,Limekiln Road,53.3045688889,-6.3289730556,15A
1109,Limekiln Road,Limekiln Road,53.3044330556,-6.3257930556,15A
1110,Limekiln Road,Limekiln Road,53.30472,-6.3232430556,15A
1111,Wellington Road,Wellington Road,53.3052788889,-6.3221519444,"15A,150,54A"
1112,Whitehall Rd,Whitehall Rd,53.3076730556,-6.3185711111,15A
1113,Whitehall Rd,Whitehall Rd,53.3089330556,-6.3153311111,15A
1114,Whitehall Rd,Whitehall Rd,53.3102869444,-6.3108480556,15A
1115,Whitehall Rd,Whitehall Rd,53.3114680556,-6.30749,15A
1117,Terenure Rd West,Terenure Rd West,53.3118905556,-6.2982286111,15A
1118,Terenure Rd West,Terenure Rd West,53.3113669444,-6.2949177778,15A
1119,Terenure Rd West,Terenure Rd West,53.3109355556,-6.2924138889,15A
1120,Terenure Rd West,Terenure Rd West,53.3101980556,-6.2879861111,15A
1121,Templeogue Rd,Templeogue Rd,53.3090330556,-6.2854188889,"15,49,65B,65"
1122,Templeogue Rd,Templeogue Rd,53.3072588889,-6.2882988889,"65,65B,49,15"
1123,Templeogue Rd,Templeogue Rd,53.3055730556,-6.29102,"15,49,65B,65"
1124,Templeogue Rd,Templeogue Rd,53.3041338889,-6.2933661111,"65,65B,49,15"
1125,Templeogue Rd,Templeogue Rd,53.30108,-6.2981088889,"15,49,65B,65"
1127,Templeogue Rd,Templeogue Rd,53.2984519444,-6.3028219444,"65,65B,49,15"
1130,Templeogue Brg,Templeogue Brg,53.2964,-6.3084,"15,49,65B,65"
1135,Marian Road,Marian Road,53.2934388889,-6.2972761111,"15B,15D"
1137,Marian Road,Marian Road,53.2943661111,-6.2971230556,"15D,15B"
1140,Firhouse Rd,Firhouse Rd,53.2932847222,-6.3095594444,"15,49"
1141,Knocklyon Road,Knocklyon Road,53.2899161111,-6.3110061111,15
1142,Knocklyon Road,Knocklyon Road,53.287545,-6.3109530556,15
1143,Knocklyon Road,Knocklyon Road,53.2834130556,-6.3133661111,15
1144,Knocklyon Road,Knocklyon Road,53.2823230556,-6.3150588889,15
1145,Scholarstown Rd,Scholarstown Rd,53.2818061111,-6.3181711111,15
1150,Scholarstown Rd,Scholarstown Rd,53.2818769444,-6.3183188889,15
1151,Knocklyon Road,Knocklyon Road,53.2825511111,-6.3148469444,15
1152,Knocklyon Road,Knocklyon Road,53.2834888889,-6.3133780556,15
1153,Knocklyon Road,Knocklyon Road,53.286835,-6.3109680556,15
1154,Knocklyon Road,Knocklyon Road,53.2889730556,-6.3110988889,15
1155,Templeogue Rd,Templeogue Rd,53.2967688889,-6.3071038889,"15,49,65,65B"
1157,Templeogue Rd,Templeogue Rd,53.2987080556,-6.30234,"65B,65,49,15"
1158,Templeogue Rd,Templeogue Rd,53.3006038889,-6.2990061111,"15,49,65,65B"
1159,Templeogue Rd,Templeogue Rd,53.3024211111,-6.2963930556,"65B,65,49,15"
1160,Templeogue Rd,Templeogue Rd,53.3043780556,-6.2931830556,"15,49,65,65B"
1161,Templeogue Rd,Templeogue Rd,53.3060411111,-6.2904811111,"65B,65,49,15"
1162,Templeogue Rd,Templeogue Rd,53.30775,-6.2877180556,"15,49,65,65B"
1163,Templeogue Rd,Templeogue Rd,53.30893,-6.2857919444,"65B,65,49,15"
1164,Terenure Rd East,Terenure Rd East,53.3104,-6.2815930556,"15,15A,65,65B"
1165,Terenure Rd East,Terenure Rd East,53.3116880556,-6.2764069444,"65B,65,15A,15"
1166,Rathgar Road,Rathgar Road,53.3139069444,-6.2728769444,"15,14C,15A,15B,15D,14,65,65B"
1167,Rathgar Road,Rathgar Road,53.3159538889,-6.27143,"65B,65,14,15D,15B,15A,14C,15"
1168,Rathgar Road,Rathgar Road,53.31794,-6.2700311111,"15,14C,15A,15B,15D,14,65,65B"
1169,Rathgar Road,Rathgar Road,53.3200330556,-6.2685511111,"65B,65,14,15D,15B,15A,14C,15"
1170,Rathgar Road,Rathgar Road,53.3216788889,-6.26653,"15,14C,15A,15B,15D,14,65,65B,83A,83"
1171,Gardiner Street,Gardiner Street,53.3503130556,-6.2542438889,"41D,41,41B,41C,33,33E"
1172,Gardiner Street,Gardiner Street,53.35174,-6.2552430556,"33E,33,31B,32,31,31A,29A,130,41C,41B,41,41D,53,747"
1173,Gardiner Street,Gardiner Street,53.35377,-6.2566669444,"41D,41,41B,41C,33,33E"
1174,Mountjoy Square,Mountjoy Square,53.3562938889,-6.2586930556,"33E,33,41C,41B,41,41D,7,7A"
1175,Gardiner St,Gardiner St,53.3585888889,-6.2611580556,"41D,41,41B,41C,33,33E"
1176,Clonshaugh,Clonshaugh,53.3993519444,-6.2218638889,27B
1177,Clonshaugh,Clonshaugh,53.40089,-6.2252369444,27B
1178,Clonshaugh,Clonshaugh,53.4034480556,-6.2188430556,27B
1179,Clonshaugh,Clonshaugh,53.39993,-6.2189138889,27B
1181,St. Margaret's Road,St. Margaret's Road,53.4056969444,-6.30064,"40B,83,83A"
1182,St. Margaret's Road,St. Margaret's Road,53.4056130556,-6.3009111111,"83A,83,40B"
1184,Talbot Street,Talbot Street,53.35078,-6.253905,"42,43,53"
1185,Collins Ave,Collins Ave,53.3763711111,-6.2215061111,14
1186,Collins Ave,Collins Ave,53.3776419444,-6.2263219444,14
1187,Collins Ave,Collins Ave,53.3786061111,-6.23134,14
1188,Collins Ave,Collins Ave,53.3800138889,-6.2355769444,14
1190,Collins Ave,Collins Ave,53.3801580556,-6.2357711111,"14,14C"
1191,Collins Ave,Collins Ave,53.3792130556,-6.2330530556,"14C,14"
1192,Collins Ave,Collins Ave,53.3786369444,-6.2306511111,"14,14C"
1193,Collins Ave,Collins Ave,53.37799,-6.2274338889,"14C,14"
1194,Collins Ave,Collins Ave,53.3775238889,-6.2251011111,"14,14C"
1195,Collins Ave,Collins Ave,53.3763930556,-6.2212219444,"14C,14"
1196,Malahide Road,Malahide Road,53.3780411111,-6.2144386111,"15,27B,27A,27X,27,43,42"
1197,Malahide Road,Malahide Road,53.3792322222,-6.2117583333,"42,43,27,27X,27A,27B,15"
1198,Malahide Road,Malahide Road,53.3825088889,-6.206905,"15,27B,27A,27X,27,43,42"
1199,Malahide Road,Malahide Road,53.3849830556,-6.2027569444,"42,43,27,27X,15"
1200,Malahide Road,Malahide Road,53.3869588889,-6.2010419444,"15,27X,27,43,42"
1201,Malahide Road,Malahide Road,53.3908780556,-6.1960488889,"42,43,27,27X,15"
1202,Malahide Road,Malahide Road,53.3924969444,-6.193415,"15,43,42"
1203,Malahide Road,Malahide Road,53.3967180556,-6.1875188889,"42,43,15"
1205,Malahide Road,Malahide Road,53.4014930556,-6.18184,"27X,27,43,42"
1206,Malahide Road,Malahide Road,53.4080961111,-6.178085,"42,43"
1207,Malahide Road,Malahide Road,53.4107138889,-6.1789919444,"43,42"
1208,Malahide Road,Malahide Road,53.4142980556,-6.1786569444,"42,43"
1209,Malahide Road,Malahide Road,53.41696,-6.17796,"43,42"
1210,Malahide Road,Malahide Road,53.4190319444,-6.1773419444,"42,43"
1211,Malahide Road,Malahide Road,53.4212980556,-6.1765811111,42
1212,Malahide Road,Malahide Road,53.4205569444,-6.1767261111,"42,43"
1213,Malahide Road,Malahide Road,53.4174988889,-6.1776988889,"43,42"
1214,Malahide Road,Malahide Road,53.4153088889,-6.1780269444,"42,43"
1215,Malahide Road,Malahide Road,53.4133961111,-6.1789269444,"43,42"
1216,Malahide Road,Malahide Road,53.4103211111,-6.1786330556,"42,43"
1217,Malahide Road,Malahide Road,53.4081911111,-6.1779288889,"43,42"
1218,Malahide Road,Malahide Road,53.3996738889,-6.18422,"42,43,27,27X,15"
1219,Malahide Road,Malahide Road,53.3812588889,-6.2083430556,"15,27X,27A,27B,27,43,42"
1220,Malahide Road,Malahide Road,53.3787625,-6.2121988889,"42,43,27,27B,27A,27X,15"
1221,Malahide Road,Malahide Road,53.3768163889,-6.2160983333,"15,27X,27A,27B,27,43,42"
1222,Ardlea Road,Ardlea Road,53.384065,-6.2068430556,27B
1223,Ardlea Road,Ardlea Road,53.3852519444,-6.2085011111,27B
1224,Ardlea Road,Ardlea Road,53.3866438889,-6.2109230556,27B
1225,Ardlea Road,Ardlea Road,53.386855,-6.2138930556,27B
1226,Kilmore Rd,Kilmore Rd,53.3881069444,-6.214825,27B
1227,Kilmore Rd,Kilmore Rd,53.3911380556,-6.2150680556,27B
1228,Kilbarron Rd,Kilbarron Rd,53.3924288889,-6.2185127778,27B
1229,Kilbarron Rd,Kilbarron Rd,53.3943116667,-6.2254263889,27B
1231,Castletimon Rd,Castletimon Rd,53.3954830556,-6.2278288889,27B
1232,Castletimon Rd,Castletimon Rd,53.3952838889,-6.2304669444,27B
1233,Ballyshannon Rd,Ballyshannon Rd,53.394355,-6.2312269444,27B
1234,Ballyshannon Ave,Ballyshannon Ave,53.3946838889,-6.2326,27B
1235,Dundaniel Road,Dundaniel Road,53.3947366667,-6.2256041667,27B
1237,Kilbarron Rd,Kilbarron Rd,53.3926786111,-6.2189836111,27B
1238,Kilmore Rd,Kilmore Rd,53.391745,-6.2149061111,27B
1239,Kilmore Rd,Kilmore Rd,53.38949,-6.21505,27B
1240,Ardlea Road,Ardlea Road,53.3868119444,-6.2111638889,27B
1241,Ardlea Road,Ardlea Road,53.385875,-6.2090738889,27B
1242,Ardlea Road,Ardlea Road,53.38449,-6.2070669444,27B
1243,Greencastle Rd,Greencastle Rd,53.394895,-6.1999069444,"27X,27"
1244,Kilbarron Rd,Kilbarron Rd,53.3929072222,-6.2204475,27B
1245,Glin Road,Glin Road,53.3979919444,-6.2062130556,"27X,27"
1246,Kilbarron Rd,Kilbarron Rd,53.3934933333,-6.2229791667,27B
1247,Greencastle Rd,Greencastle Rd,53.3950780556,-6.1999688889,"27X,27"
1248,Greencastle Rd,Greencastle Rd,53.3929869444,-6.1971588889,"27,27X"
1249,Coolock Drive,Coolock Drive,53.3951769444,-6.2012338889,"27X,27"
1250,Bunratty Road,Bunratty Road,53.3937338889,-6.2075380556,"27,27X"
1251,Kilbarron Rd,Kilbarron Rd,53.3934572222,-6.2223794444,27B
1253,Kilmore Rd,Kilmore Rd,53.3938638889,-6.2146936111,27B
1254,Bunratty Road,Bunratty Road,53.3951111111,-6.2113511111,"27X,27"
1255,Bunratty Road,Bunratty Road,53.3943511111,-6.2089661111,"27,27X"
1256,Bunratty Road,Bunratty Road,53.393625,-6.2069261111,"27X,27"
1258,Priorswood Rd,Priorswood Rd,53.3981980556,-6.1908180556,"27,27X"
1259,Priorswood Rd,Priorswood Rd,53.3985830556,-6.1948738889,"27X,27"
1260,Priorswood Rd,Priorswood Rd,53.4001769444,-6.1988111111,"27,27X"
1262,Priorswood Rd,Priorswood Rd,53.4019988889,-6.2048919444,"27X,27"
1265,Priorswood Rd,Priorswood Rd,53.3982161111,-6.1906919444,"27,27X"
1266,Priorswood Rd,Priorswood Rd,53.4020488889,-6.2047180556,"27X,27"
1267,Priorswood Rd,Priorswood Rd,53.4008711111,-6.2002788889,"27,27X"
1268,Priorswood Rd,Priorswood Rd,53.399885,-6.1978838889,"27X,27"
1269,Priorswood Rd,Priorswood Rd,53.3984261111,-6.1937061111,"27,27X"
1270,Malahide Road,Malahide Road,53.3964838889,-6.1871830556,"15,42,43"
1272,Malahide Road,Malahide Road,53.3928711111,-6.1918380556,"43,42,15"
1273,Malahide Road,Malahide Road,53.3911219444,-6.1952869444,"15,27X,27,42,43"
1274,Malahide Road,Malahide Road,53.3889319444,-6.1979619444,"43,42,27,27X,15"
1275,Malahide Road,Malahide Road,53.3855738889,-6.202065,"15,27X,27,42,43"
1276,Malahide Road,Malahide Road,53.3842480556,-6.2029580556,"43,42,27,27X,15"
1277,Malahide Road,Malahide Road,53.3826369444,-6.2061811111,"15,27X,27A,27B,27,42,43"
1278,College Green,College Green,53.34422,-6.2612861111,"68A,68,122,123,9"
1279,College Green,College Green,53.3442011111,-6.2616969444,"150,16,16D,83,83A,54A"
1280,St. Margaret's Road,St. Margaret's Road,53.4001880556,-6.3031211111,"40B,40,140"
1281,Nutgrove Ave,Nutgrove Ave,53.2942122222,-6.2782744444,61
1282,George's St,George's St,53.3423438889,-6.264485,"9,68,68A,122,16D,16"
1283,George's St,George's St,53.3418061111,-6.2649211111,"15D,15B,15,15A,140,142,14,83A,83,65,65B"
1284,Redmond's Hill,Redmond's Hill,53.3381061111,-6.2658661111,"65B,65,83,83A,68A,68,122,16,16D,9"
1285,Camden St,Camden St,53.3344019444,-6.2651538889,"9,16D,16,15B,15D,15A,15,122,14,142,140,68,68A,83A,83,65,65B"
1286,Harrington Street,Harrington Street,53.3325080556,-6.2657230556,"68A,68,122,9"
1287,Harrington Street,Harrington Street,53.3324819444,-6.2661119444,"16,16D"
1288,South Circular Road,South Circular Road,53.3323511111,-6.2696769444,"16D,16,122,68,68A,9"
1289,South Circular Road,South Circular Road,53.3321219444,-6.2730988889,"9,68A,68,122,16,16D"
1290,Clanbrassil St,Clanbrassil St,53.3307311111,-6.2751511111,"16D,16,54A,49,9"
1291,Harold's Cross Rd,Harold's Cross Rd,53.3284430556,-6.2762980556,"9,49,54A,16,16D"
1292,Harold's Cross Rd,Harold's Cross Rd,53.3256369444,-6.2781369444,"16D,16,49"
1293,Harold's Cross Rd,Harold's Cross Rd,53.3228111111,-6.279095,"49,16,16D"
1294,Harold's Cross Rd,Harold's Cross Rd,53.3205961111,-6.2787911111,"16D,16,49"
1295,Harold's Cross Rd,Harold's Cross Rd,53.317875,-6.2795361111,"49,16,16D"
1296,Harold's Cross Rd,Harold's Cross Rd,53.31555,-6.2815961111,"16D,16,49"
1297,Terenure Rd,Terenure Rd,53.3124080556,-6.2823838889,"49,16,16D"
1298,Terenure Village,Terenure Village,53.3107219444,-6.2830411111,"16D,16,49"
1299,Terenure Rd N,Terenure Rd N,53.3083958333,-6.2839013889,"16,16D"
1300,Rathfarnham Rd,Rathfarnham Rd,53.3061508333,-6.2834211111,"16D,16,15D,15B"
1301,Rathfarnham Rd,Rathfarnham Rd,53.3038958333,-6.2834966667,"15B,15D,16,16D"
1302,Rathfarnham Rd,Rathfarnham Rd,53.3016627778,-6.2838413889,"16D,16,15D,15B"
1303,Rathfarnham Rd,Rathfarnham Rd,53.2993422222,-6.2837391667,"15B,15D,16,16D"
1304,Rathfarnham Rd,Rathfarnham Rd,53.2981766667,-6.2845511111,"16D,16"
1305,Grange Road,Grange Road,53.2961697222,-6.2837463889,"16,16D,61"
1306,Nutgrove Ave,Nutgrove Ave,53.2946580556,-6.2798916667,61
1307,Nutgrove Ave,Nutgrove Ave,53.2942027778,-6.2776297222,61
1308,Nutgrove Ave,Nutgrove Ave,53.2936472222,-6.2752516667,61
1309,Nutgrove Ave,Nutgrove Ave,53.2924722222,-6.2716988889,61
1310,Nutgrove Ave,Nutgrove Ave,53.2917166667,-6.2673191667,61
1311,Nutgrove Ave,Nutgrove Ave,53.2921888889,-6.2645697222,61
1312,Nutgrove Ave,Nutgrove Ave,53.29331,-6.2613141667,61
1313,Nutgrove Ave,Nutgrove Ave,53.2941991667,-6.2588027778,61
1314,Nutgrove Ave,Nutgrove Ave,53.2942266667,-6.2582316667,61
1315,Nutgrove Ave,Nutgrove Ave,53.2921661111,-6.2642408333,61
1316,Nutgrove Ave,Nutgrove Ave,53.2930208333,-6.2618208333,61
1317,Nutgrove Ave,Nutgrove Ave,53.2919347222,-6.2699655556,61
1318,Nutgrove Ave,Nutgrove Ave,53.292535,-6.2723113889,61
1319,Nutgrove Ave,Nutgrove Ave,53.2937102778,-6.2758794444,61
1320,Grange Road,Grange Road,53.2944661111,-6.2808619444,"16D,16"
1321,Grange Road,Grange Road,53.2924619444,-6.2821788889,"16,16D"
1322,Grange Road,Grange Road,53.2907138889,-6.28244,"16D,16"
1323,Grange Road,Grange Road,53.2890788889,-6.2826680556,"16,16D"
1324,Grange Road,Grange Road,53.2872430556,-6.2828080556,"16D,16"
1325,Grange Road,Grange Road,53.2865030556,-6.2823938889,"16,16C"
1326,Grange Road,Grange Road,53.2888080556,-6.2828961111,"16C,16"
1327,Grange Road,Grange Road,53.2911680556,-6.282505,"16,16C"
1328,Grange Road,Grange Road,53.2922069444,-6.2823511111,"16C,16"
1329,Grange Road,Grange Road,53.2949669444,-6.2819944444,"16,16C,61"
1330,Grange Road,Grange Road,53.2961911111,-6.2839855556,"61,16C,16"
1331,Rathfarnham Rd,Rathfarnham Rd,53.2985191667,-6.2846275,"16,16C,15D,15B"
1332,Rathfarnham Rd,Rathfarnham Rd,53.3007580556,-6.2840575,"15B,15D,16C,16"
1333,Rathfarnham Rd,Rathfarnham Rd,53.3031038889,-6.2840536111,"16,16C,15D,15B"
1334,Rathfarnham Rd,Rathfarnham Rd,53.3048480556,-6.2834583333,"15B,15D,16C,16"
1335,Rathfarnham Rd,Rathfarnham Rd,53.3074175,-6.2840005556,"16,16C"
1336,Terenure Rd,Terenure Rd,53.3089008333,-6.2840311111,"16C,16"
1337,Terenure Village,Terenure Village,53.3111061111,-6.2830569444,"16,16C,49"
1338,Terenure Rd N,Terenure Rd N,53.3124288889,-6.2825719444,"49,16C,16"
1339,Harold's Cross Rd,Harold's Cross Rd,53.3150230556,-6.282285,"16,16C,49"
